"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-01 00:00","2024","11","01","00:00","","17.0","","15.2","","89","","","","23","","23","","24.1","","98.72","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-01 01:00","2024","11","01","01:00","","16.3","","14.7","","90","","","","23","","22","","24.1","","98.76","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-01 02:00","2024","11","01","02:00","","15.8","","13.1","","84","","","","23","","27","","24.1","","98.73","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-01 03:00","2024","11","01","03:00","","14.1","","9.8","","75","","","","28","","28","","24.1","","98.79","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-01 04:00","2024","11","01","04:00","","12.8","","7.8","","72","","","","26","","25","","24.1","","98.88","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-01 05:00","2024","11","01","05:00","","11.1","","5.1","","66","","","","28","","35","","24.1","","99.01","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-01 06:00","2024","11","01","06:00","","11.1","","3.8","","61","","","","27","","32","","24.1","","99.13","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-01 07:00","2024","11","01","07:00","","10.7","","4.1","","64","","","","26","","35","","24.1","","99.27","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-01 08:00","2024","11","01","08:00","","10.1","","3.5","","63","","","","26","","33","","24.1","","99.46","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-01 09:00","2024","11","01","09:00","","10.2","","4.1","","66","","","","25","","32","","24.1","","99.54","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-01 10:00","2024","11","01","10:00","","10.8","","4.7","","66","","","","25","","27","","24.1","","99.57","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-01 11:00","2024","11","01","11:00","","10.2","","4.5","","68","","","","27","","43","","24.1","","99.67","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-01 12:00","2024","11","01","12:00","","12.1","","4.2","","58","","","","28","","39","","24.1","","99.70","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-01 13:00","2024","11","01","13:00","","10.2","","3.1","","61","","","","30","","41","","24.1","","99.77","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-01 14:00","2024","11","01","14:00","","10.1","","1.9","","57","","","","27","","34","","24.1","","99.83","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-01 15:00","2024","11","01","15:00","","9.6","","3.1","","64","","","","29","","32","","24.1","","99.91","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-01 16:00","2024","11","01","16:00","","9.1","","1.9","","60","","","","31","","35","","24.1","","100.00","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-01 17:00","2024","11","01","17:00","","7.7","","3.2","","73","","","","30","","30","","24.1","","100.11","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-01 18:00","2024","11","01","18:00","","7.2","","2.7","","73","","","","30","","22","","24.1","","100.20","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-01 19:00","2024","11","01","19:00","","6.0","","1.9","","75","","","","30","","16","","24.1","","100.29","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-01 20:00","2024","11","01","20:00","","6.1","","2.0","","75","","","","31","","20","","24.1","","100.35","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-01 21:00","2024","11","01","21:00","","5.4","","0.1","","69","","","","31","","25","","24.1","","100.42","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-01 22:00","2024","11","01","22:00","","4.5","","-0.4","","70","","","","31","","22","","24.1","","100.48","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-01 23:00","2024","11","01","23:00","","4.1","","0.2","","76","","","","32","","21","","24.1","","100.51","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-02 00:00","2024","11","02","00:00","","4.0","","0.8","","79","","","","33","","19","","24.1","","100.56","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-02 01:00","2024","11","02","01:00","","3.3","","0.3","","81","","","","34","","14","","24.1","","100.60","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-02 02:00","2024","11","02","02:00","","2.9","","-1.1","","75","","","","34","","15","","24.1","","100.65","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-02 03:00","2024","11","02","03:00","","2.2","","-0.7","","81","","","","32","","15","","24.1","","100.69","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-02 04:00","2024","11","02","04:00","","2.0","","-1.0","","81","","","","32","","10","","24.1","","100.76","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-02 05:00","2024","11","02","05:00","","1.7","","-1.2","","81","","","","31","","11","","24.1","","100.80","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-02 06:00","2024","11","02","06:00","","3.1","","-1.2","","73","","","","34","","10","","24.1","","100.85","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-02 07:00","2024","11","02","07:00","","2.8","","-0.8","","77","","","","36","","9","","24.1","","100.92","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-02 08:00","2024","11","02","08:00","","3.8","","-0.8","","72","","","","33","","3","","24.1","","100.97","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-02 09:00","2024","11","02","09:00","","4.4","","-0.9","","68","","","","35","","10","","24.1","","101.00","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-02 10:00","2024","11","02","10:00","","4.9","","-0.5","","68","","","","31","","15","","24.1","","100.99","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-02 11:00","2024","11","02","11:00","","6.2","","0.4","","66","","","","33","","10","","24.1","","101.01","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-02 12:00","2024","11","02","12:00","","6.5","","0.5","","65","","","","20","","6","","24.1","","100.95","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-02 13:00","2024","11","02","13:00","","6.2","","-0.1","","64","","","","5","","5","","24.1","","100.91","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-02 14:00","2024","11","02","14:00","","7.7","","-0.6","","55","","","","31","","4","","24.1","","100.87","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-02 15:00","2024","11","02","15:00","","9.0","","-0.4","","52","","","","29","","7","","24.1","","100.86","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-02 16:00","2024","11","02","16:00","","7.2","","0.9","","64","","","","15","","10","","24.1","","100.86","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-02 17:00","2024","11","02","17:00","","5.9","","0.9","","70","","","","17","","5","","24.1","","100.93","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-02 18:00","2024","11","02","18:00","","6.0","","1.3","","72","","","","15","","5","","24.1","","100.95","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-02 19:00","2024","11","02","19:00","","5.6","","1.4","","74","","","","4","","5","","24.1","","100.97","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-02 20:00","2024","11","02","20:00","","5.4","","1.3","","75","","","","5","","7","","24.1","","100.97","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-02 21:00","2024","11","02","21:00","","4.2","","0.3","","76","","","","2","","9","","24.1","","100.98","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-02 22:00","2024","11","02","22:00","","5.2","","0.7","","73","","","","4","","5","","24.1","","101.00","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-02 23:00","2024","11","02","23:00","","4.8","","0.5","","74","","","","4","","8","","24.1","","100.98","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-03 00:00","2024","11","03","00:00","","4.7","","-1.0","","67","","","","5","","6","","24.1","","101.00","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-03 01:00","2024","11","03","01:00","","3.0","","-0.7","","77","","","","1","","8","","24.1","","101.03","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-03 02:00","2024","11","03","02:00","","2.1","","-0.4","","84","","","","33","","3","","24.1","","101.04","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-03 03:00","2024","11","03","03:00","","1.3","","-0.7","","86","","","","1","","4","","24.1","","101.01","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-03 04:00","2024","11","03","04:00","","1.3","","-1.0","","84","","","","31","","4","","24.1","","101.03","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-03 05:00","2024","11","03","05:00","","1.0","","-1.5","","84","","","","1","","8","","24.1","","101.06","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-03 06:00","2024","11","03","06:00","","0.8","","-1.7","","83","","","","32","","5","","24.1","","101.08","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-03 07:00","2024","11","03","07:00","","0.3","","-1.4","","88","","","","3","","9","","24.1","","101.10","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-03 08:00","2024","11","03","08:00","","2.4","","-0.1","","83","","","","4","","10","","24.1","","101.12","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-03 09:00","2024","11","03","09:00","","6.0","","1.8","","75","","","","8","","9","","24.1","","101.12","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-03 10:00","2024","11","03","10:00","","7.2","","2.3","","71","","","","9","","14","","24.1","","101.09","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-03 11:00","2024","11","03","11:00","","8.8","","2.9","","66","","","","13","","14","","24.1","","101.08","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-03 12:00","2024","11","03","12:00","","9.3","","2.3","","61","","","","14","","14","","24.1","","101.01","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-03 13:00","2024","11","03","13:00","","9.3","","0.3","","53","","","","13","","13","","24.1","","100.96","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-03 14:00","2024","11","03","14:00","","9.1","","1.0","","57","","","","9","","16","","24.1","","100.91","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-03 15:00","2024","11","03","15:00","","8.6","","3.4","","70","","","","8","","19","","24.1","","100.89","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-03 16:00","2024","11","03","16:00","","8.0","","0.6","","60","","","","8","","15","","24.1","","100.86","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-03 17:00","2024","11","03","17:00","","7.8","","1.6","","65","","","","8","","13","","24.1","","100.83","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-03 18:00","2024","11","03","18:00","","7.6","","3.5","","75","","","","8","","15","","24.1","","100.83","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-03 19:00","2024","11","03","19:00","","7.9","","3.7","","75","","","","9","","9","","24.1","","100.82","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-03 20:00","2024","11","03","20:00","","8.7","","5.5","","80","","","","9","","13","","24.1","","100.75","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-03 21:00","2024","11","03","21:00","","9.1","","5.7","","79","","","","10","","17","","24.1","","100.71","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-03 22:00","2024","11","03","22:00","","9.3","","5.5","","77","","","","9","","18","","24.1","","100.66","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-03 23:00","2024","11","03","23:00","","9.9","","3.0","","62","","","","10","","18","","24.1","","100.62","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-04 00:00","2024","11","04","00:00","","9.9","","3.3","","63","","","","9","","20","","24.1","","100.57","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-04 01:00","2024","11","04","01:00","","9.9","","3.5","","64","","","","10","","16","","24.1","","100.58","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-04 02:00","2024","11","04","02:00","","9.9","","3.9","","66","","","","10","","26","","24.1","","100.40","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-04 03:00","2024","11","04","03:00","","10.4","","3.8","","64","","","","12","","20","","24.1","","100.39","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-04 04:00","2024","11","04","04:00","","10.0","","3.3","","63","","","","12","","20","","24.1","","100.32","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-04 05:00","2024","11","04","05:00","","9.8","","2.8","","61","","","","11","","21","","24.1","","100.27","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-04 06:00","2024","11","04","06:00","","9.5","","3.0","","64","","","","12","","18","","24.1","","100.24","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-04 07:00","2024","11","04","07:00","","10.2","","1.8","","56","","","","11","","15","","24.1","","100.18","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-04 08:00","2024","11","04","08:00","","10.6","","2.6","","58","","","","13","","13","","24.1","","100.19","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-04 09:00","2024","11","04","09:00","","11.0","","3.5","","60","","","","12","","12","","24.1","","100.11","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-04 10:00","2024","11","04","10:00","","11.6","","4.2","","61","","","","15","","13","","24.1","","100.04","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-11-04 11:00","2024","11","04","11:00","","12.7","","6.1","","64","","","","15","","12","","24.1","","100.02","","","","","","Rain"
