"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.63","43.68","TORONTO INTL A","6158731","2024-12-01 00:00","2024","12","01","00:00","","-4.2","","-7.7","","77","","","","25","","23","","24.1","","99.22","","","","-11","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-12-01 01:00","2024","12","01","01:00","","-4.0","","-7.5","","76","","","","25","","20","","24.1","","99.19","","","","-10","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-12-01 02:00","2024","12","01","02:00","","-3.7","","-7.5","","75","","","","26","","20","","24.1","","99.21","","","","-10","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-12-01 03:00","2024","12","01","03:00","","-3.5","","-7.2","","75","","","","25","","19","","24.1","","99.22","","","","-9","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-12-01 04:00","2024","12","01","04:00","","-3.5","","-7.2","","76","","","","24","","17","","24.1","","99.19","","","","-9","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-12-01 05:00","2024","12","01","05:00","","-3.3","","-7.1","","75","","","","25","","18","","24.1","","99.19","","","","-9","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-12-01 06:00","2024","12","01","06:00","","-3.7","","-7.1","","77","","","","25","","20","","24.1","","99.24","","","","-10","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-12-01 07:00","2024","12","01","07:00","","-4.0","","-7.1","","79","","","","24","","16","","24.1","","99.25","","","","-10","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-12-01 08:00","2024","12","01","08:00","","-3.8","","-7.0","","78","","","","24","","19","","24.1","","99.26","","","","-10","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-12-01 09:00","2024","12","01","09:00","","-3.2","","-6.7","","77","","","","24","","14","","24.1","","99.28","","","","-8","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-12-01 10:00","2024","12","01","10:00","","-1.8","","-6.5","","71","","","","26","","32","","24.1","","99.28","","","","-9","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-12-01 11:00","2024","12","01","11:00","","0.4","","-6.0","","62","","","","24","","28","","24.1","","99.29","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-12-01 12:00","2024","12","01","12:00","","0.4","","-6.5","","60","","","","25","","32","","24.1","","99.27","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-12-01 13:00","2024","12","01","13:00","","0.5","","-6.0","","62","","","","25","","30","","24.1","","99.27","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-12-01 14:00","2024","12","01","14:00","","0.4","","-5.5","","65","","","","26","","36","","24.1","","99.27","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-12-01 15:00","2024","12","01","15:00","","0.4","","-4.7","","68","","","","26","","33","","24.1","","99.30","","","","","","NA"
