timestamp,load_kw,solar_pu,temp_c
2024-01-01 00:00:00,273.2223712896193,0.0,-1.5
2024-01-01 01:00:00,267.52473587120573,0.0,-1.6
2024-01-01 02:00:00,258.88395103136,0.0,-1.9
2024-01-01 03:00:00,257.2803119235284,0.0,-2.1
2024-01-01 04:00:00,258.41229247023307,0.0,-2.1
2024-01-01 05:00:00,260.1102632902901,0.0,-2.7
2024-01-01 06:00:00,265.166443065571,0.0,-3.5
2024-01-01 07:00:00,273.2035049471742,0.0,-3.7
2024-01-01 08:00:00,277.4861646822069,0.0,-3.6
2024-01-01 09:00:00,280.9198390072111,0.06813201737266643,-3.5
2024-01-01 10:00:00,287.5230588629884,0.09752762766271732,-3.3
2024-01-01 11:00:00,293.63575381519365,0.1557154951529236,-3.0
2024-01-01 12:00:00,300.3521717256414,0.16724607875008465,-2.7
2024-01-01 13:00:00,303.2198557772933,0.12457239612233889,-2.2
2024-01-01 14:00:00,308.2571692101291,0.12190953457839664,-2.0
2024-01-01 15:00:00,312.0115713566996,0.06813201737266643,-1.8
2024-01-01 16:00:00,323.5011739057521,0.0,-1.5
2024-01-01 17:00:00,335.91522723461344,0.0,-2.1
2024-01-01 18:00:00,330.6326513499916,0.0,-2.2
2024-01-01 19:00:00,325.651936944491,0.0,-2.6
2024-01-01 20:00:00,317.3696126111018,0.0,-2.8
2024-01-01 21:00:00,307.5779808821063,0.0,-2.6
2024-01-01 22:00:00,290.73033707865164,0.0,-2.5
2024-01-01 23:00:00,277.22203588797584,0.0,-2.0
2024-01-02 00:00:00,266.4682206942814,0.0,-2.1
2024-01-02 01:00:00,260.2800603722958,0.0,-2.2
2024-01-02 02:00:00,256.9029850746268,0.0,-2.3
2024-01-02 03:00:00,254.69562300855273,0.0,-1.9
2024-01-02 04:00:00,258.7330202917994,0.0,-1.8
2024-01-02 05:00:00,267.826597350327,0.0,-1.8
2024-01-02 06:00:00,290.1832131477444,0.0,-1.8
2024-01-02 07:00:00,309.6155458661747,0.0,-1.7
2024-01-02 08:00:00,317.6903404326681,0.0,-1.8
2024-01-02 09:00:00,324.7840851920174,0.06884597421836774,-1.4
2024-01-02 10:00:00,330.5194532953211,0.09812457394553424,-1.2
2024-01-02 11:00:00,332.1608250880429,0.15648193612185132,-1.0
2024-01-02 12:00:00,332.95321147073616,0.16801942938491876,-0.7
2024-01-02 13:00:00,332.87774610095585,0.12518554889748107,-0.1
2024-01-02 14:00:00,333.63239979875897,0.12265571743191779,0.6
2024-01-02 15:00:00,338.9149756833808,0.06884597421836774,0.3
2024-01-02 16:00:00,347.178433674325,0.0,0.0
2024-01-02 17:00:00,359.12082844205935,0.0,-0.2
2024-01-02 18:00:00,352.57420761361726,0.0,-0.5
2024-01-02 19:00:00,346.83883951031356,0.0,-0.5
2024-01-02 20:00:00,340.10355525742074,0.0,-0.5
2024-01-02 21:00:00,327.5385711889988,0.0,-0.4
2024-01-02 22:00:00,308.1628374979037,0.0,-0.3
2024-01-02 23:00:00,291.59818883112524,0.0,-0.4
2024-01-03 00:00:00,278.84454133825255,0.0,-0.3
2024-01-03 01:00:00,272.5054502767063,0.0,-0.4
2024-01-03 02:00:00,267.6945329532114,0.0,-0.3
2024-01-03 03:00:00,267.60020124098605,0.0,-0.3
2024-01-03 04:00:00,271.694197551568,0.0,0.0
2024-01-03 05:00:00,281.2782995136676,0.0,0.2
2024-01-03 06:00:00,299.05039409693103,0.0,0.4
2024-01-03 07:00:00,322.01073285259093,0.0,0.5
2024-01-03 08:00:00,332.8588797585108,0.0,0.6
2024-01-03 09:00:00,340.00922354519537,0.06961959814434293,0.8
2024-01-03 10:00:00,343.2165017608586,0.09877131683093172,1.0
2024-01-03 11:00:00,346.27284923696124,0.15731224386558906,1.4
2024-01-03 12:00:00,344.44281401978867,0.16885719969483778,2.0
2024-01-03 13:00:00,343.49949689753475,0.12584979509247127,2.1
2024-01-03 14:00:00,344.4050813348985,0.12346414603866464,1.9
