"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-01 00:00","2024","03","01","00:00","","-4.4","","-10.6","","62","","","","25","","10","","24.1","","100.81","","","","-9","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-01 01:00","2024","03","01","01:00","","-3.9","","-10.5","","60","","","","25","","4","","24.1","","100.80","","","","-6","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-01 02:00","2024","03","01","02:00","","-3.9","","-10.5","","60","","","","17","","5","","24.1","","100.81","","","","-6","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-01 03:00","2024","03","01","03:00","","-3.5","","-9.9","","61","","","","20","","9","","24.1","","100.78","","","","-7","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-01 04:00","2024","03","01","04:00","","-3.2","","-9.3","","63","","","","21","","7","","24.1","","100.77","","","","-6","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-01 05:00","2024","03","01","05:00","","-3.1","","-8.5","","67","","","","21","","10","","24.1","","100.78","","","","-7","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-01 06:00","2024","03","01","06:00","","-2.9","","-7.2","","72","","","","21","","10","","24.1","","100.81","","","","-7","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-01 07:00","2024","03","01","07:00","","-2.3","","-6.0","","76","","","","20","","10","","24.1","","100.82","","","","-6","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-01 08:00","2024","03","01","08:00","","-0.8","","-4.3","","77","","","","20","","13","","24.1","","100.86","","","","-5","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-01 09:00","2024","03","01","09:00","","1.1","","-3.6","","71","","","","21","","14","","24.1","","100.87","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-01 10:00","2024","03","01","10:00","","3.8","","-4.4","","55","","","","23","","24","","24.1","","100.85","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-01 11:00","2024","03","01","11:00","","5.6","","-5.5","","45","","","","20","","20","","24.1","","100.80","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-01 12:00","2024","03","01","12:00","","7.6","","-6.3","","36","","","","23","","22","","24.1","","100.76","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-01 13:00","2024","03","01","13:00","","8.3","","-6.5","","34","","","","19","","14","","24.1","","100.64","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-01 14:00","2024","03","01","14:00","","8.0","","-6.0","","37","","","","15","","21","","24.1","","100.54","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-01 15:00","2024","03","01","15:00","","8.1","","-7.0","","34","","","","15","","18","","24.1","","100.50","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-01 16:00","2024","03","01","16:00","","8.1","","-7.0","","34","","","","15","","15","","24.1","","100.46","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-01 17:00","2024","03","01","17:00","","6.7","","-7.8","","35","","","","13","","7","","24.1","","100.40","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-01 18:00","2024","03","01","18:00","","6.0","","-7.7","","37","","","","12","","7","","24.1","","100.36","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-01 19:00","2024","03","01","19:00","","5.1","","-7.7","","39","","","","14","","12","","24.1","","100.34","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-01 20:00","2024","03","01","20:00","","3.7","","-4.0","","57","","","","14","","4","","24.1","","100.32","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-01 21:00","2024","03","01","21:00","","3.1","","-3.7","","61","","","","6","","7","","24.1","","100.25","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-01 22:00","2024","03","01","22:00","","2.8","","-3.7","","62","","","","14","","3","","24.1","","100.22","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-01 23:00","2024","03","01","23:00","","3.3","","-1.5","","71","","","","15","","4","","24.1","","100.21","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-02 00:00","2024","03","02","00:00","","4.1","","-1.4","","67","","","","13","","6","","24.1","","100.16","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-02 01:00","2024","03","02","01:00","","4.2","","-1.5","","67","","","","15","","6","","24.1","","100.17","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-02 02:00","2024","03","02","02:00","","4.1","","-1.3","","68","","","","15","","9","","24.1","","100.14","","","","","","Rain"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-02 03:00","2024","03","02","03:00","","4.2","","-1.2","","68","","","","15","","8","","24.1","","100.11","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-02 04:00","2024","03","02","04:00","","4.8","","-0.9","","66","","","","18","","12","","24.1","","100.06","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-02 05:00","2024","03","02","05:00","","5.2","","0.0","","69","","","","19","","8","","24.1","","100.05","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-02 06:00","2024","03","02","06:00","","5.2","","0.8","","73","","","","21","","8","","24.1","","100.04","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-02 07:00","2024","03","02","07:00","","5.1","","1.7","","78","","","","17","","6","","24.1","","100.02","","","","","","Rain"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-02 08:00","2024","03","02","08:00","","5.0","","1.7","","79","","","","16","","12","","24.1","","100.05","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-02 09:00","2024","03","02","09:00","","4.6","","2.6","","87","","","","13","","7","","24.1","","100.05","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-02 10:00","2024","03","02","10:00","","4.8","","3.1","","89","","","","13","","6","","16.1","","100.03","","","","","","Drizzle"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-02 11:00","2024","03","02","11:00","","5.2","","4.8","","97","","","","12","","9","","16.1","","100.02","","","","","","Drizzle"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-02 12:00","2024","03","02","12:00","","5.3","","5.0","","98","","","","10","","7","","9.7","","100.01","","","","","","Drizzle,Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-02 13:00","2024","03","02","13:00","","5.6","","5.6","","100","","","","13","","7","","4.0","","99.96","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-02 14:00","2024","03","02","14:00","","5.9","","5.9","","100","","","","14","","7","","4.8","","99.90","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-02 15:00","2024","03","02","15:00","","6.3","","6.1","","98","","","","16","","7","","6.4","","99.91","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-02 16:00","2024","03","02","16:00","","7.0","","6.3","","96","","","","16","","6","","9.7","","99.89","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-02 17:00","2024","03","02","17:00","","6.6","","6.0","","96","","","","14","","5","","9.7","","99.92","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-02 18:00","2024","03","02","18:00","","6.0","","5.9","","99","","","","16","","8","","9.7","","99.94","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-02 19:00","2024","03","02","19:00","","5.9","","5.9","","100","","","","14","","4","","9.7","","99.97","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-02 20:00","2024","03","02","20:00","","6.2","","6.2","","100","","","","15","","4","","9.7","","99.98","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-02 21:00","2024","03","02","21:00","","6.2","","6.0","","99","","","","18","","4","","9.7","","100.03","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-02 22:00","2024","03","02","22:00","","5.7","","5.6","","100","","","","14","","7","","9.7","","100.04","","","","","","Drizzle,Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-02 23:00","2024","03","02","23:00","","5.5","","5.5","","100","","","","","","0","","9.7","","100.06","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-03 00:00","2024","03","03","00:00","","5.4","","5.4","","100","","","","","","0","","9.7","","100.06","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-03 01:00","2024","03","03","01:00","","5.6","","5.6","","100","","","","","","0","","8.1","","100.10","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-03 02:00","2024","03","03","02:00","","5.5","","5.5","","100","","","","","","0","","0.8","","100.11","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-03 03:00","2024","03","03","03:00","","5.6","","5.6","","100","","","","13","","3","","0.4","","100.11","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-03 04:00","2024","03","03","04:00","","5.5","","5.5","","100","","","","16","","5","","0.4","","100.14","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-03 05:00","2024","03","03","05:00","","5.2","","5.2","","100","","","","14","","6","","0.6","","100.18","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-03 06:00","2024","03","03","06:00","","5.2","","5.2","","100","","","","11","","5","","1.2","","100.19","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-03 07:00","2024","03","03","07:00","","5.1","","5.1","","100","","","","18","","5","","0.8","","100.25","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-03 08:00","2024","03","03","08:00","","4.8","","4.8","","100","","","","15","","7","","0.4","","100.29","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-03 09:00","2024","03","03","09:00","","5.0","","5.0","","100","","","","16","","7","","0.4","","100.32","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-03 10:00","2024","03","03","10:00","","5.5","","5.5","","100","","","","12","","9","","6.4","","100.33","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-03 11:00","2024","03","03","11:00","","6.4","","6.4","","100","","","","12","","12","","9.7","","100.31","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-03 12:00","2024","03","03","12:00","","7.1","","4.9","","86","","","","15","","11","","16.1","","100.32","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-03 13:00","2024","03","03","13:00","","7.4","","4.5","","82","","","","13","","12","","16.1","","100.27","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-03 14:00","2024","03","03","14:00","","8.3","","5.1","","80","","","","11","","12","","19.3","","100.21","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-03 15:00","2024","03","03","15:00","","7.3","","6.0","","91","","","","9","","16","","19.3","","100.21","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-03 16:00","2024","03","03","16:00","","7.1","","6.2","","94","","","","8","","17","","19.3","","100.19","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-03 17:00","2024","03","03","17:00","","7.5","","5.6","","88","","","","8","","13","","24.1","","100.14","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-03 18:00","2024","03","03","18:00","","7.4","","5.4","","87","","","","9","","12","","24.1","","100.16","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-03 19:00","2024","03","03","19:00","","7.2","","4.8","","84","","","","10","","14","","24.1","","100.18","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-03 20:00","2024","03","03","20:00","","6.8","","4.7","","86","","","","10","","15","","24.1","","100.15","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-03 21:00","2024","03","03","21:00","","6.8","","4.0","","82","","","","9","","16","","24.1","","100.13","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-03 22:00","2024","03","03","22:00","","6.1","","4.0","","87","","","","9","","13","","24.1","","100.11","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-03 23:00","2024","03","03","23:00","","5.4","","4.1","","91","","","","9","","8","","24.1","","100.06","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-04 00:00","2024","03","04","00:00","","4.8","","4.4","","97","","","","10","","12","","24.1","","100.04","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-04 01:00","2024","03","04","01:00","","4.8","","4.5","","98","","","","9","","10","","24.1","","100.07","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-04 02:00","2024","03","04","02:00","","4.5","","4.4","","99","","","","8","","5","","24.1","","100.06","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-04 03:00","2024","03","04","03:00","","4.4","","4.4","","100","","","","9","","8","","24.1","","100.02","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-04 04:00","2024","03","04","04:00","","4.2","","4.2","","100","","","","9","","7","","24.1","","100.04","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-04 05:00","2024","03","04","05:00","","3.9","","3.9","","100","","","","8","","6","","24.1","","100.05","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-04 06:00","2024","03","04","06:00","","4.4","","4.4","","100","","","","7","","12","","4.0","","100.08","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-04 07:00","2024","03","04","07:00","","4.5","","4.5","","100","","","","6","","8","","1.0","","100.07","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-04 08:00","2024","03","04","08:00","","4.6","","4.6","","100","","","","9","","10","","0.4","","100.09","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-04 09:00","2024","03","04","09:00","","5.3","","5.3","","100","","","","7","","3","","4.8","","100.13","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-04 10:00","2024","03","04","10:00","","7.7","","6.7","","94","","","","11","","15","","24.1","","100.07","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-04 11:00","2024","03","04","11:00","","10.6","","6.0","","73","","","","11","","14","","24.1","","100.06","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-04 12:00","2024","03","04","12:00","","11.4","","6.0","","69","","","","15","","18","","24.1","","100.02","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-04 13:00","2024","03","04","13:00","","12.5","","6.7","","68","","","","15","","18","","24.1","","99.93","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-04 14:00","2024","03","04","14:00","","13.6","","7.2","","65","","","","15","","12","","24.1","","99.86","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-04 15:00","2024","03","04","15:00","","14.3","","7.7","","64","","","","12","","16","","24.1","","99.78","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-04 16:00","2024","03","04","16:00","","15.9","","8.0","","59","","","","15","","14","","24.1","","99.73","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-04 17:00","2024","03","04","17:00","","15.4","","8.1","","61","","","","12","","13","","24.1","","99.72","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-04 18:00","2024","03","04","18:00","","13.7","","7.9","","68","","","","11","","7","","24.1","","99.71","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-04 19:00","2024","03","04","19:00","","11.0","","7.1","","77","","","","","","0","","24.1","","99.70","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-04 20:00","2024","03","04","20:00","","10.2","","6.8","","80","","","","15","","4","","24.1","","99.68","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-04 21:00","2024","03","04","21:00","","8.8","","6.8","","87","","","","","","0","","24.1","","99.66","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-04 22:00","2024","03","04","22:00","","8.0","","6.1","","88","","","","27","","5","","24.1","","99.62","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-04 23:00","2024","03","04","23:00","","8.9","","6.5","","85","","","","16","","4","","24.1","","99.61","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-05 00:00","2024","03","05","00:00","","7.2","","6.2","","93","","","","","","0","","24.1","","99.59","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-05 01:00","2024","03","05","01:00","","6.9","","5.9","","93","","","","36","","3","","24.1","","99.55","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-05 02:00","2024","03","05","02:00","","6.4","","5.4","","93","","","","36","","3","","24.1","","99.51","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-05 03:00","2024","03","05","03:00","","9.1","","5.8","","80","","","","16","","8","","24.1","","99.48","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-05 04:00","2024","03","05","04:00","","8.8","","5.6","","81","","","","18","","8","","24.1","","99.45","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-05 05:00","2024","03","05","05:00","","7.7","","5.4","","86","","","","14","","8","","24.1","","99.49","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-05 06:00","2024","03","05","06:00","","7.4","","5.4","","87","","","","15","","7","","24.1","","99.50","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-05 07:00","2024","03","05","07:00","","7.5","","5.2","","85","","","","13","","8","","24.1","","99.49","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-05 08:00","2024","03","05","08:00","","9.2","","6.0","","80","","","","13","","10","","24.1","","99.46","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-05 09:00","2024","03","05","09:00","","11.7","","6.8","","72","","","","14","","8","","24.1","","99.46","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-05 10:00","2024","03","05","10:00","","12.7","","6.7","","67","","","","14","","12","","24.1","","99.38","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-05 11:00","2024","03","05","11:00","","13.6","","6.6","","63","","","","17","","16","","24.1","","99.30","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-05 12:00","2024","03","05","12:00","","12.5","","8.8","","78","","","","15","","13","","24.1","","99.26","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-05 13:00","2024","03","05","13:00","","14.3","","8.2","","67","","","","16","","9","","24.1","","99.21","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-05 14:00","2024","03","05","14:00","","15.1","","8.8","","66","","","","15","","10","","24.1","","99.13","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-05 15:00","2024","03","05","15:00","","13.8","","8.0","","68","","","","11","","10","","24.1","","99.08","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-05 16:00","2024","03","05","16:00","","13.2","","8.1","","71","","","","20","","4","","24.1","","99.09","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-05 17:00","2024","03","05","17:00","","11.6","","8.6","","82","","","","21","","9","","24.1","","99.17","","","","","","Rain"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-05 18:00","2024","03","05","18:00","","11.3","","9.7","","90","","","","24","","6","","9.7","","99.18","","","","","","Rain,Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-05 19:00","2024","03","05","19:00","","11.2","","10.3","","94","","","","34","","8","","16.1","","99.17","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-05 20:00","2024","03","05","20:00","","10.0","","9.1","","94","","","","35","","22","","16.1","","99.24","","","","","","Rain"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-05 21:00","2024","03","05","21:00","","9.0","","8.5","","97","","","","1","","13","","9.7","","99.29","","","","","","Rain,Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-05 22:00","2024","03","05","22:00","","8.6","","8.1","","97","","","","33","","19","","9.7","","99.33","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-03-05 23:00","2024","03","05","23:00","","8.1","","7.5","","97","","","","35","","17","","9.7","","99.34","","","","","","Fog"
