"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.63","43.68","TORONTO INTL A","6158731","2024-09-01 00:00","2024","09","01","00:00","","17.4","","14.4","","82","","","","25","","11","","24.1","","99.10","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-09-01 01:00","2024","09","01","01:00","","17.6","","14.4","","82","","","","24","","12","","24.1","","99.06","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-09-01 02:00","2024","09","01","02:00","","18.1","","14.7","","81","","","","22","","9","","24.1","","99.02","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-09-01 03:00","2024","09","01","03:00","","17.9","","16.3","","90","","","","21","","8","","24.1","","98.96","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-09-01 04:00","2024","09","01","04:00","","18.4","","17.8","","96","","","","20","","11","","24.1","","98.95","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-09-01 05:00","2024","09","01","05:00","","18.6","","18.1","","97","","","","20","","15","","24.1","","98.91","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-09-01 06:00","2024","09","01","06:00","","18.2","","18.2","","100","","","","23","","12","","24.1","","98.88","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-09-01 07:00","2024","09","01","07:00","","19.7","","18.0","","90","","","","24","","13","","24.1","","98.86","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-09-01 08:00","2024","09","01","08:00","","21.7","","16.3","","71","","","","28","","31","","24.1","","98.87","","27","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-09-01 09:00","2024","09","01","09:00","","22.6","","17.4","","72","","","","27","","29","","24.1","","98.90","","28","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-09-01 10:00","2024","09","01","10:00","","24.5","","16.7","","62","","","","28","","33","","24.1","","98.91","","30","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-09-01 11:00","2024","09","01","11:00","","24.3","","15.0","","56","","","","30","","36","","24.1","","98.97","","28","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-09-01 12:00","2024","09","01","12:00","","24.6","","12.8","","47","","","","30","","35","","24.1","","99.03","","27","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-09-01 13:00","2024","09","01","13:00","","24.1","","12.2","","47","","","","28","","27","","24.1","","99.09","","26","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-09-01 14:00","2024","09","01","14:00","","24.1","","11.1","","44","","","","28","","30","","24.1","","99.11","","26","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-09-01 15:00","2024","09","01","15:00","","23.9","","9.5","","40","","","","30","","35","","24.1","","99.14","","25","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-09-01 16:00","2024","09","01","16:00","","23.8","","10.4","","42","","","","29","","32","","24.1","","99.18","","25","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-09-01 17:00","2024","09","01","17:00","","21.3","","11.9","","55","","","","35","","29","","24.1","","99.27","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-09-01 18:00","2024","09","01","18:00","","21.2","","7.7","","41","","","","30","","34","","24.1","","99.33","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-09-01 19:00","2024","09","01","19:00","","19.6","","7.8","","46","","","","31","","26","","24.1","","99.42","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-09-01 20:00","2024","09","01","20:00","","18.4","","8.8","","53","","","","32","","30","","24.1","","99.53","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-09-01 21:00","2024","09","01","21:00","","17.2","","9.1","","58","","","","31","","26","","24.1","","99.62","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-09-01 22:00","2024","09","01","22:00","","16.4","","9.0","","61","","","","31","","26","","24.1","","99.66","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-09-01 23:00","2024","09","01","23:00","","15.8","","8.9","","63","","","","31","","14","","24.1","","99.70","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-09-02 00:00","2024","09","02","00:00","","15.3","","8.5","","64","","","","31","","20","","24.1","","99.73","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-09-02 01:00","2024","09","02","01:00","","14.8","","8.7","","66","","","","31","","19","","24.1","","99.74","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-09-02 02:00","2024","09","02","02:00","","13.8","","9.2","","73","","","","32","","18","","24.1","","99.80","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-09-02 03:00","2024","09","02","03:00","","13.4","","9.0","","75","","","","32","","17","","24.1","","99.84","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-09-02 04:00","2024","09","02","04:00","","12.8","","8.7","","76","","","","32","","14","","24.1","","99.89","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-09-02 05:00","2024","09","02","05:00","","12.7","","8.0","","73","","","","33","","18","","24.1","","99.95","","","","","","NA"
